22125006,Chau Thanh,Tuyet,22/11/2004,Nu,469857
22125007,Mai Thua,Son,6/8/2004,Nam,132130
22125008,Phan Phuong,Trang,9/4/2004,Nu,289815
22125009,Phung Thi,Hoai,16/12/2004,Nu,739335
22125010,Vo Cao,Huy,26/4/2004,Nam,254088
22125011,Pham Hoai,Tuan,13/9/2004,Nam,593756
22125012,Thai Tran,Ly,27/12/2004,Nu,765496
22125013,Ho Quy,Tuan,25/1/2004,Nam,774655
22125014,Mai Huyng,Ngoc,18/7/2004,Nu,356766
22125015,Doan Thanh,An,20/10/2004,Nam,274020
22125016,Trinh Vy,Tuyet,16/11/2004,Nu,246688
22125017,Luong Gia,Phuong,24/8/2004,Nu,744388
22125018,Tran Thi,Huong,26/2/2004,Nu,465823
22125019,Luong Gia,Tuyet,30/9/2004,Nu,414943
22125020,Nguyen Van,Thien,19/1/2004,Nam,449904
22125021,Le Tuan,Dat,3/8/2004,Nam,424064
22125022,Le Ngoc,Ha,11/8/2004,Nu,635302
22125023,Luu Ngoc,My,5/9/2004,Nu,767042
22125024,Phung Thi,Van,25/2/2004,Nu,468502
22125025,To Quach,Hung,30/9/2004,Nam,259610
22125026,Quach Tuan,Thanh,8/7/2004,Nam,737023
22125027,Do Hung,Hung,2/7/2004,Nam,774432
22125028,Thai Tran,Oanh,1/4/2004,Nu,968425
22125029,Nguyen Thi,Huong,4/4/2004,Nu,379441
22125030,Tran Minh,Tuan,4/9/2004,Nam,355485
22126001,Dao Anh,Uyen,27/3/2004,Nu,502638
22126002,Dao Cao,Phong,13/7/2004,Nam,461376
22126003,Lam Vu,Quang,27/12/2004,Nam,860370
22126004,Tran Thi,Hoai,22/8/2004,Nu,485956
22126005,Vo Thi,Hue,26/4/2004,Nu,827529
22126006,To Quach,Nghia,22/3/2004,Nam,897381
22126007,Huynh Van,Hung,1/8/2004,Nam,986691
22126008,Hua Vinh,Huy,19/4/2004,Nam,143461
22126009,Truong Ngoc,Hien,9/5/2004,Nu,716441
22126010,Dinh Uyeng,Nhi,18/6/2004,Nu,711042
22126011,Luu Quang,Long,27/11/2004,Nam,672872
22126012,Tran Thi,Huong,11/11/2004,Nu,988256
22126013,Ha Giang,Vinh,11/7/2004,Nam,425636
22126014,Doan Uyen,Huong,19/1/2004,Nu,360610
22126015,Ha Van,Truong,21/12/2004,Nam,985727
22126016,Luu Ngoc,Nhi,6/12/2004,Nu,941146
22126017,Vo Cao,Tuan,21/11/2004,Nam,947373
22126018,Dang Kieu,Ly,26/11/2004,Nu,623433
22126019,Doan Uyen,My,17/2/2004,Nu,356804
22126020,Ha Ho,Hue,30/8/2004,Nu,243067
22126021,Ho Xuan,Oanh,18/8/2004,Nu,189925
22126022,Huynh Van,Chi,23/1/2004,Nam,705074
22126023,Ly Van,Huy,23/6/2004,Nam,439142
22126024,Vo Cao,Thanh,5/1/2004,Nam,519424
22126025,Nguyen Thi,Uyen,30/9/2004,Nu,406748
22126026,Ho Xuan,Nhi,23/2/2004,Nu,235940
22126027,Tran Minh,Quang,27/1/2004,Nam,211930
22126028,Duong Dinh,Tuan,18/1/2004,Nam,540789
22126029,Ha Van,Quan,12/3/2004,Nam,493570
22126030,Huynh Thi,Hue,8/10/2004,Nu,399923
22127001,Cao Anh,Hue,17/9/2004,Nu,465426
22127002,Do Thi My,Anh,16/10/2004,Nu,682712
22127003,Ho Xuan,Anh,13/5/2004,Nu,995050
22127004,Duong Tran,Hien,26/9/2004,Nu,101911
22127005,Huynh Van,Dung,16/6/2004,Nam,963652
22127006,Mai Huyng,Huong,30/7/2004,Nu,712601                                                                            
22127005,Huynh Van,Dung,16/6/2004,Nam,963652
22127006,Mai Huyng,Huong,30/7/2004,Nu,712601
22127007,Doan Thanh,Nam,2/7/2004,Nam,528457
22127008,Ly Van,Huy,22/10/2004,Nam,354521
22127009,Dao Anh,Quynh,30/12/2004,Nu,823414
22127010,Ly Van,Khanh,16/12/2004,Nam,721894
22127011,Chau Thanh,Ha,12/7/2004,Nu,691666
22127012,Luu Quang,Dung,4/3/2004,Nam,570001
22127013,Huynh Van,Nghia,21/8/2004,Nam,903399
22127014,Ho Quy,Vinh,19/8/2004,Nam,434856
22127015,Phung Van,Khanh,5/9/2004,Nam,427374
22127016,Luong Gia,Mai,23/1/2004,Nu,555554
22127017,Chau Thanh,Dung,13/5/2004,Nam,390161
22127018,Phung Van,Hung,28/9/2004,Nam,987435
22127019,Cao Vu,Kien,30/4/2004,Nam,640010
22127020,Tu Quang,Lam,25/7/2004,Nam,760585
22127021,Ha Giang,Vu,21/12/2004,Nam,422532
22127022,Vo Cao,Vinh,1/5/2004,Nam,299273
22127023,Ly Van,Quan,4/3/2004,Nam,681199
22127024,Huynh Thi,Ha,28/10/2004,Nu,555485
22127025,Lam My,Linh,23/8/2004,Nu,244355
22127026,Truong Thanh,Minh,8/11/2004,Nam,552080
22127027,Huynh Van,Vinh,8/9/2004,Nam,566212
22127028,Duong Tran,Diem,1/5/2004,Nu,172926
22127029,Dao Cao,Truong,3/12/2004,Nam,597108
22127030,Dang Kieu,Linh,26/7/2004,Nu,612233
