17125026,Thai My,Khanh,16/1/1999,Nam,483127
17125027,Tran Minh,Tien,27/1/1999,Nam,625109
17126001,Hua My My,Quynh,28/6/1999,Nu,536253
17126002,Huynh Thi,Uyen,10/11/1999,Nu,900759
17126003,Phung Thi,Huong,15/10/1999,Nu,251915
17126004,Vu Ngoc,Anh,19/11/1999,Nu,247747
17126005,Lam My,Ngoc,18/8/1999,Nu,279293
17126006,Quach Ngoc,Khanh,19/5/1999,Nu,228625
17126007,Lam Vu,Minh,13/10/1999,Nam,543349
17126008,Duong Dinh,Hoang,13/7/1999,Nam,937713
17126009,Huynh Van,Quan,16/11/1999,Nam,925556
17126010,Luu Quang,Vu,14/7/1999,Nam,935905
17126011,Luu Ngoc,Nhi,16/9/1999,Nu,260629
17126012,Vo Thi,Tuyet,27/4/1999,Nu,753104
17126013,Ho Quy,Chi,3/12/1999,Nam,791144
17126014,Mai Thua,Khanh,21/4/1999,Nam,372327
17126015,Dinh Van,Dat,12/12/1999,Nam,594842
17126016,To Huynh,Dao,10/4/1999,Nu,985636
17126017,Tran Thi,Thuy,2/3/1999,Nu,743718
17126018,Hoang Chau,Uyen,20/2/1999,Nu,930512
17126019,Quach Tuan,Long,3/1/1999,Nam,916397
17126020,Phan Chau,Phong,15/7/1999,Nam,341357
17126021,Luu Ngoc,Ngoc,23/10/1999,Nu,268195
17126022,Dao Cao,Truong,2/6/1999,Nam,231740
17126023,Do Hung,Long,16/7/1999,Nam,219366
17126024,Dao Cao,Thanh,14/9/1999,Nam,961551
17126025,Lam My,Bich,14/4/1999,Nu,366120
17126026,Truong Thanh,Dung,23/7/1999,Nam,875184
17126027,Dao Cao,Nam,28/7/1999,Nam,242148
17126028,Ly Van,Quan,6/5/1999,Nam,262616
17126029,Tran Minh,Minh,18/3/1999,Nam,871747
17126030,To Quach,Trung,30/8/1999,Nam,739836
17127002,Thai Tran,Hue,28/10/1999,Nu,527678
17127003,Pham Kieu,Tuyet,28/2/1999,Nu,242767
17127004,Vu Tuan,Khanh,30/8/1999,Nam,351543
17127005,Cao Anh,Tuyet,2/5/1999,Nu,685707
17127006,Cao Vu,Chi,8/9/1999,Nam,334382                                                                                
17127004,Vu Tuan,Khanh,30/8/1999,Nam,351543
17127005,Cao Anh,Tuyet,2/5/1999,Nu,685707
17127006,Cao Vu,Chi,8/9/1999,Nam,334382
17127007,Luu Ngoc,Bich,2/5/1999,Nu,899059
17127008,Ha Ho,Diem,2/7/1999,Nu,617187
17127009,Hua Vinh,Ha,21/2/1999,Nam,192399
17127010,Tu Quang,Binh,23/1/1999,Nam,981344
17127011,Cao Vu,Tuan,13/5/1999,Nam,885552
17127012,Lam My,Uyen,8/4/1999,Nu,634339
17127013,Quach Ngoc,Thuy,6/8/1999,Nu,684779
17127014,Dinh Van,Dat,16/1/1999,Nam,113151
17127015,Trinh Vy,Lan,27/2/1999,Nu,827820
17127016,Huynh Van,Tuan,5/11/1999,Nam,199633
17127017,Huynh Thi,Hue,19/10/1999,Nu,227485
17127018,Lam My,Uyen,28/12/1999,Nu,776034
17127019,Luu Quang,Thien,15/11/1999,Nam,939039
17127020,Tu Tu,Cam,22/4/1999,Nu,618273
17127021,Dao Anh,Dao,3/3/1999,Nu,380673
17127022,Dinh Uyeng,Trang,9/10/1999,Nu,994366
17127023,Nguyen Thi,Van,28/5/1999,Nu,125921
17127024,Thai Tran,Hoai,6/1/1999,Nu,873200
17127025,Tu Quang,Khanh,11/8/1999,Nam,780673
17127026,Luu Ngoc,Hien,3/3/1999,Nu,636336
17127027,Cao Vu,Tien,1/3/1999,Nam,340664
17127028,Doan Uyen,Van,20/3/1999,Nu,451079
17127029,Luu Quang,Phong,4/12/1999,Nam,439408
18120001,Doan Thanh,Vinh,2/8/2000,Nam,383484
18120002,Ngo,Ha,26/1/2000,Nam,593792
18120003,Dang Kieu,Uyen,13/6/2000,Nu,622876
18120004,Dang Kieu,Huong,16/11/2000,Nu,152172
18120005,Ho Xuan,Anh,14/9/2000,Nu,456651
18120006,Mai Huyng,Diem,11/4/2000,Nu,630153
18120007,Phan Phuong,Hanh,21/1/2000,Nu,771599
18120008,Phan Phuong,Ngoc,23/8/2000,Nu,713840
18120009,Hua Vinh,An,19/4/2000,Nam,922890
18120010,Truong Thanh,Trung,24/9/2000,Nam,756356
18120011,Hoang Chau,Khanh,12/2/2000,Nu,764720
18120012,Hua Vinh,Quang,15/12/2000,Nam,274561
18120013,Trinh Vy,Lan,21/9/2000,Nu,974398
18120014,Trinh Vy,Tuyet,2/7/2000,Nu,842579
18120015,Huynh Thi,Khanh,1/2/2000,Nu,320770
18120016,Phung Thi,Anh,16/8/2000,Nu,431384
18120017,Cao Vu,Son,25/9/2000,Nam,587082
18120018,Do Thi My,Hoai,7/8/2000,Nu,602080
18120019,Pham Kieu,Ngoc,18/5/2000,Nu,181133
18120020,To Huynh,Hien,9/2/2000,Nu,490213
18120021,Bui Xuan,Nghia,16/12/2000,Nam,407680
18120022,Bui Xuan,Khanh,9/2/2000,Nam,172236
18120023,Trinh Thanh,Lam,14/3/2000,Nam,487398
18120024,Lam My,Phuong,3/1/2000,Nu,194170
18120025,Thai Tran,Hanh,23/10/2000,Nu,497414
18120026,Chau Thanh,Bich,21/11/2000,Nu,962807
18120027,Doan Uyen,Van,6/5/2000,Nu,264233
18120028,Luong Gia,Hoai,26/6/2000,Nu,469845
18120029,Luong Gia,Hue,26/12/2000,Nu,974840
18120030,Pham Kieu,Nhung,23/7/2000,Nu,109115
18125004,Tu Tu,Lan,13/3/2000,Nu,282500
18125005,Trinh Thanh,Tung,12/12/2000,Nam,283692
18125006,Tran Minh,Binh,22/11/2000,Nam,855883
18125007,Chau Thanh,Ha,30/11/2000,Nu,222961
18125008,Vu Ngoc,Tuyet,22/10/2000,Nu,894402
18125009,Vo Thi,Nhung,10/2/2000,Nu,842416
18125010,Luong Gia,Ly,5/4/2000,Nu,862159
18125011,Quach Tuan,Kien,14/9/2000,Nam,409089
18125012,Ha Van,Khanh,22/1/2000,Nam,842062
18125013,Ho Xuan,Van,1/9/2000,Nu,137402
18125014,Dao Cao,Trung,6/7/2000,Nam,487197
18125015,Cao Vu,Nam,21/7/2000,Nam,914068
18125016,Cao Anh,Khanh,19/5/2000,Nu,122037
18125017,Chau Thanh,Cam,11/5/2000,Nu,721347
18125018,Quach Ngoc,Diem,21/7/2000,Nu,785748
18125019,Vu Ngoc,Huong,5/11/2000,Nu,864473
18125020,Dao Anh,Van,23/12/2000,Nu,477495
18125021,Dao Anh,Oanh,9/9/2000,Nu,640282
18125022,Chau Thanh,Dao,15/10/2000,Nu,172496
18125023,Vu Ngoc,Mai,13/2/2000,Nu,880996
18125024,Cao Vu,Dung,5/8/2000,Nam,635064
18125025,Phan Phuong,Tuyet,24/2/2000,Nu,961147
18125026,Luong Gia,Khanh,29/8/2000,Nu,672720
18125027,Quach Tuan,Nghia,12/9/2000,Nam,984430
18125028,Mai Thua,Thien,4/3/2000,Nam,581539
18125029,Luong Khuc,Quang,21/12/2000,Nam,494304
18125030,Doan Thanh,Lam,24/1/2000,Nam,500098
18126001,Nguyen Van,Thanh,25/2/2000,Nam,792047
18126002,Luong Gia,Bich,27/1/2000,Nu,568831
18126003,Hoang Chau,Huong,13/5/2000,Nu,873809
18126004,Vu Tuan,An,25/4/2000,Nam,262338
18126005,Ngo,Minh,1/5/2000,Nam,232507
18126006,Dinh Van,Son,2/5/2000,Nam,811076
18126007,Duong Dinh,Binh,24/4/2000,Nam,482862
18126008,Luong Khuc,Quan,20/2/2000,Nam,841476
18126009,Do Thi My,Quynh,22/2/2000,Nu,886528
18126010,Trinh Vy,Yen,11/8/2000,Nu,109855
18126011,Cao Anh,Thuy,6/6/2000,Nu,874232
18126012,Tran Thi,Anh,1/10/2000,Nu,818599
18126013,Duong Dinh,Trung,5/3/2000,Nam,805342
18126014,Bui Xuan,Quan,20/10/2000,Nam,534377
18126015,Pham Hoai,Minh,19/11/2000,Nam,520300
18126016,Mai Huyng,Huong,24/6/2000,Nu,803360
18126017,Do Thi My,Uyen,22/4/2000,Nu,742954
18126018,Mai Thua,Quan,15/6/2000,Nam,256572
18126019,Dao Cao,Hoang,4/8/2000,Nam,174064
18126020,Dao Cao,Trung,16/5/2000,Nam,779584
18126021,Truong Thanh,Trung,26/8/2000,Nam,194279
18126022,Nguyen Van,Kien,3/5/2000,Nam,344590
18126023,Truong Ngoc,Huong,28/10/2000,Nu,836484
18126024,Dinh Van,Nam,9/8/2000,Nam,884641
18126025,Quach Ngoc,My,28/4/2000,Nu,259375
18126026,Tran Minh,Binh,2/2/2000,Nam,332935
18126027,Duong Tran,Cam,5/9/2000,Nu,385138
18126028,Nguyen Van,Ha,20/5/2000,Nam,416767
18126029,Quach Ngoc,Van,12/9/2000,Nu,247042
18126030,Do Hung,Vu,26/5/2000,Nam,514033
18127004,Le Tuan,Minh,19/3/2000,Nam,860463
18127005,Phan Chau,Tuan,4/8/2000,Nam,143121
18127006,Quach Tuan,Khanh,8/8/2000,Nam,754496                                                                           
18127004,Le Tuan,Minh,19/3/2000,Nam,860463
18127005,Phan Chau,Tuan,4/8/2000,Nam,143121
18127006,Quach Tuan,Khanh,8/8/2000,Nam,754496
18127007,Vu Tuan,Tien,5/7/2000,Nam,335392
18127008,Dang Kieu,Nhung,5/12/2000,Nu,278784
18127009,Lam Vu,Hoang,24/3/2000,Nam,738051
18127010,Lam Vu,Tung,23/7/2000,Nam,437198
18127011,Vu Ngoc,Lan,27/6/2000,Nu,315602
18127012,Ha Ho,Khanh,15/7/2000,Nu,644425
18127013,Ha Thi,Cam,14/8/2000,Nu,122483
18127014,Trinh Thanh,Tung,9/3/2000,Nam,321957
18127015,Phan Chau,Thien,29/7/2000,Nam,213037
18127016,Trinh Vy,Huong,30/11/2000,Nu,239691
18127017,Huynh Thi,Bich,30/10/2000,Nu,861670
18127018,Nguyen Thi,Mai,12/4/2000,Nu,764203
18127019,Ly Yen,Yen,29/5/2000,Nu,290915
18127020,Thai My,Khanh,16/9/2000,Nam,897653
18127021,Phung Thi,Bich,23/1/2000,Nu,477380
18127022,Ho Quy,Khanh,13/5/2000,Nam,158594
18127023,Nguyen Van,Trung,23/10/2000,Nam,415523
18127024,Vu Ngoc,Hoai,13/10/2000,Nu,533094
18127025,Thai Tran,Hanh,1/12/2000,Nu,642388
18127026,Dang Vinh,Quang,14/8/2000,Nam,915503
18127027,Chau Thanh,Chi,20/4/2000,Nam,541987
18127028,Nguyen Thi,Oanh,20/11/2000,Nu,163127
18127029,Doan Thanh,Truong,20/9/2000,Nam,724461
18127030,Vo Thi,Cam,19/9/2000,Nu,499970
19120004,Cao Vu,Huy,27/8/2001,Nam,200840
19120005,Do Thi My,My,21/8/2001,Nu,235091
19120006,Ngo Cao Ngoc,Dao,23/7/2001,Nu,424427
19120007,Ly Van,Vu,12/12/2001,Nam,349060
19120008,Phung Thi,Anh,29/10/2001,Nu,492373
19120009,Lam Vu,Tien,16/9/2001,Nam,732184
19120010,Luong Gia,Mai,11/4/2001,Nu,646525
19120011,Le Tuan,Tung,4/7/2001,Nam,394193
19120012,Cao Anh,Hanh,29/11/2001,Nu,613839
19120013,Ho Quy,Vinh,3/3/2001,Nam,625656
19120014,Duong Tran,Oanh,4/8/2001,Nu,211803
19120015,Phung Van,An,18/4/2001,Nam,647014
19120016,Ha Giang,Kien,5/1/2001,Nam,652365
19120017,Vo Thi,Oanh,14/4/2001,Nu,807444
19120018,Thai Tran,Bich,13/3/2001,Nu,975992
19120019,Bui Xuan,Hien,10/11/2001,Nu,910630
19120020,Tu Quang,Tuan,16/10/2001,Nam,526203
19120021,Ha Van,Dat,12/11/2001,Nam,994634
19120022,Mai Huyng,Trang,2/4/2001,Nu,915527
19120023,Tran Minh,Thien,7/9/2001,Nam,361887
19120024,Luu Ngoc,Linh,25/9/2001,Nu,440953
19120025,Chau Thanh,Nhi,2/7/2001,Nu,917390
19120026,Ngo Cao Ngoc,Anh,8/6/2001,Nu,928770
19120027,Doan Thanh,Truong,10/8/2001,Nam,997551
19120028,Vu Ngoc,Hoai,22/11/2001,Nu,246287
19120029,Tu Quang,An,29/11/2001,Nam,778061
19125001,Ly Van,Phong,2/8/2001,Nam,159862
19125002,Dinh Uyeng,Quynh,21/9/2001,Nu,465092
19125003,Doan Thanh,Dung,22/8/2001,Nam,593460
19125004,Ha Thi,Lan,24/5/2001,Nu,621547
19125005,Chau Thanh,Khanh,3/6/2001,Nu,270159
19125006,Vu Ngoc,Oanh,17/5/2001,Nu,282705
19125007,Vo Thi,Lan,15/3/2001,Nu,385102
19125008,Pham Kieu,Oanh,25/4/2001,Nu,107709
19125009,Doan Thanh,Truong,26/5/2001,Nam,944055
19125010,Ho Xuan,Quynh,18/1/2001,Nu,564211
19125011,Mai Huyng,Trang,17/2/2001,Nu,587773
19125012,Hoang Chau,Hoai,29/5/2001,Nu,296973
19125013,To Quach,Hung,27/1/2001,Nam,205160
19125014,Luu Ngoc,Tuyet,10/8/2001,Nu,300860
19125015,Ha Thi,Trang,12/10/2001,Nu,793198
19125016,Tu Tu,Diem,11/9/2001,Nu,949739
19125017,Luu Quang,Vu,17/9/2001,Nam,553396
19125018,To Huynh,Huong,12/8/2001,Nu,827142
19125019,Trinh Thanh,Khanh,30/8/2001,Nam,753242
19125020,Cao Vu,Thanh,3/2/2001,Nam,659217
19125021,Dao Anh,Hue,7/9/2001,Nu,820394
19125022,Nguyen Van,Tuan,17/9/2001,Nam,410496
19125023,Tu Quang,Dat,22/11/2001,Nam,144024
19125024,Ho Quy,Hung,14/7/2001,Nam,666040
19125025,Vu Tuan,Son,11/1/2001,Nam,409007
19125026,Thai My,Trung,27/4/2001,Nam,345444
19125027,Do Thi My,Hanh,16/1/2001,Nu,396537
19125028,Ha Ho,Mai,12/1/2001,Nu,892397
19125029,To Huynh,Van,29/7/2001,Nu,458559
19125030,Thai My,Nghia,10/1/2001,Nam,702072
19126003,Doan Thanh,Thien,23/2/2001,Nam,604745
19126004,Dang Vinh,An,14/4/2001,Nam,158833
19126005,Le Ngoc,My,3/8/2001,Nu,140481                                                                                  
19126004,Dang Vinh,An,14/4/2001,Nam,158833
19126005,Le Ngoc,My,3/8/2001,Nu,140481
19126006,Le Tuan,Thanh,6/9/2001,Nam,314222
19126007,Cao Vu,Dung,5/4/2001,Nam,117238
19126008,Tu Tu,Hue,1/8/2001,Nu,504291
19126009,Ha Ho,Diem,24/8/2001,Nu,513811
19126010,Ngo Cao Ngoc,Phuong,17/10/2001,Nu,826008
19126011,Trinh Thanh,Khanh,1/11/2001,Nam,925541
19126012,Bui Xuan,Tien,13/11/2001,Nam,258635
19126013,Dinh Uyeng,My,19/5/2001,Nu,450255
19126014,Luong Khuc,Binh,14/6/2001,Nam,490248
19126015,Hoang Minh,Ha,19/3/2001,Nam,925120
19126016,Luong Gia,Khanh,6/8/2001,Nu,774020
19126017,Pham Hoai,Long,27/7/2001,Nam,237906
19126018,Dinh Van,Quan,12/9/2001,Nam,235173
19126019,Do Thi My,Huong,6/2/2001,Nu,424870
19126020,Ha Giang,Kien,19/8/2001,Nam,610135
19126021,Do Thi My,Lan,23/12/2001,Nu,884433
19126022,Truong Ngoc,Ly,18/11/2001,Nu,809277
19126023,Do Thi My,Ha,8/1/2001,Nu,879635
19126024,Hua Vinh,Tien,18/5/2001,Nam,221684
19126025,Cao Vu,Trung,7/2/2001,Nam,831713
19126026,Chau Thanh,Nhung,6/7/2001,Nu,609428
19126027,Ho Xuan,Nhung,6/5/2001,Nu,652384
19126028,Doan Thanh,Phong,16/1/2001,Nam,977776
19126029,To Huynh,Khanh,24/5/2001,Nu,557377
19127000,Dang Vinh,Vu,26/5/2001,Nam,549796
19127001,Vu Tuan,Ha,25/8/2001,Nam,672902
19127002,Hua My My,Huong,5/9/2001,Nu,647555
19127003,Cao Anh,Ha,10/8/2001,Nu,219991
19127004,Ly Yen,Ngoc,10/10/2001,Nu,281469
19127005,Le Tuan,Thanh,29/7/2001,Nam,413798
19127006,Quach Ngoc,Hoai,30/3/2001,Nu,565861
19127007,Do Thi My,Nhung,5/7/2001,Nu,491933
19127008,Huynh Van,Hung,14/12/2001,Nam,346675
19127009,Lam Vu,Truong,9/11/2001,Nam,332655
19127010,Dang Kieu,Nhung,14/9/2001,Nu,128100
19127011,Phan Chau,Binh,12/1/2001,Nam,406167
19127012,Vo Cao,Long,10/2/2001,Nam,691704
19127013,Thai My,Hung,25/12/2001,Nam,483620
19127014,Ly Yen,Huong,13/8/2001,Nu,533638
19127015,Ho Quy,Tung,7/2/2001,Nam,527430
19127016,Truong Thanh,Khanh,21/7/2001,Nam,196979
19127017,Lam Vu,An,17/6/2001,Nam,305714
19127018,Hua My My,Thuy,17/2/2001,Nu,526381
19127019,Mai Thua,Hoang,16/4/2001,Nam,737055
19127020,Bui Xuan,Minh,12/8/2001,Nam,864175
19127021,Doan Uyen,Hue,7/9/2001,Nu,824329
19127022,Hoang Chau,Dao,14/1/2001,Nu,490493
19127023,Duong Dinh,Thien,25/2/2001,Nam,588721
19127024,Duong Dinh,Nghia,10/5/2001,Nam,764305
19127025,Doan Uyen,Trang,15/4/2001,Nu,883139
19127026,Lam Vu,Vu,13/11/2001,Nam,167594
19127027,Nguyen Thi,Linh,28/11/2001,Nu,444175
19127028,Truong Thanh,Truong,17/8/2001,Nam,803327
19127029,Ha Ho,Bich,13/1/2001,Nu,481687
20120000,Thai My,Dung,6/7/2002,Nam,507534
20120001,Dinh Uyeng,Huong,1/5/2002,Nu,252056
20120002,Vu Ngoc,Tuyet,10/11/2002,Nu,179209
20120003,Truong Ngoc,Cam,20/8/2002,Nu,380315
20120004,Ngo Cao Ngoc,Bich,22/3/2002,Nu,700117
20120005,Nguyen Thi,Hien,30/1/2002,Nu,472088
20120006,Doan Uyen,Hue,26/9/2002,Nu,411499
20120007,To Quach,Trung,16/6/2002,Nam,820409
20120008,Vu Ngoc,Quynh,10/4/2002,Nu,103121
20120009,Ly Yen,Oanh,27/9/2002,Nu,148463
20120010,Pham Hoai,Chi,20/8/2002,Nam,636130
20120011,Duong Dinh,Hoang,14/5/2002,Nam,947274
20120012,Doan Uyen,Diem,4/4/2002,Nu,509476
20120013,Do Thi My,Tuyet,3/3/2002,Nu,165618
20120014,Mai Thua,Khanh,24/4/2002,Nam,524963
20120015,Luong Khuc,Quang,13/8/2002,Nam,631632
20120016,Dao Anh,Van,13/11/2002,Nu,859234
20120017,Truong Ngoc,Hue,23/10/2002,Nu,358525
20120018,Lam Vu,Thien,3/7/2002,Nam,137503
20120019,Bui Xuan,Bich,7/11/2002,Nu,323573
20120020,Nguyen Thi,Bich,23/12/2002,Nu,144033
20120023,Ho Quy,Hung,1/1/2002,Nam,114467
20120024,Dinh Van,Lam,14/4/2002,Nam,235301
20120025,Tran Thi,Ha,3/11/2002,Nu,868446
20120026,Vu Ngoc,Hoai,23/9/2002,Nu,965866
20120027,Truong Thanh,Truong,3/11/2002,Nam,584159
20120028,Phan Phuong,Yen,21/11/2002,Nu,884357
20120029,Ho Quy,Ha,15/11/2002,Nam,154640
20125000,Tran Minh,Thien,28/12/2002,Nam,575658
20125001,Duong Dinh,Quan,29/6/2002,Nam,295922
20125002,Dinh Uyeng,Thuy,22/9/2002,Nu,530055
20125003,Tu Quang,Hung,24/9/2002,Nam,355294
20125004,Do Hung,Vinh,27/2/2002,Nam,234855
20125005,Truong Ngoc,Yen,1/10/2002,Nu,161418
20125006,Mai Huyng,Nhung,15/4/2002,Nu,411490
20125007,Quach Ngoc,Uyen,12/3/2002,Nu,542123
20125008,Dang Vinh,Khanh,23/3/2002,Nam,347153
20125009,Phung Van,Tuan,7/5/2002,Nam,227650
20125010,Tran Thi,Huong,19/8/2002,Nu,867767
20125011,Tran Thi,Mai,13/10/2002,Nu,252572
20125012,Nguyen Van,Khanh,13/2/2002,Nam,469905
20125013,Ha Van,Thien,9/7/2002,Nam,207040
20125014,Luong Gia,Ha,21/9/2002,Nu,924825
20125015,Trinh Thanh,Trung,24/8/2002,Nam,793523
20125016,Quach Tuan,Chi,1/10/2002,Nam,438612
20125017,Nguyen Van,Ha,28/3/2002,Nam,214148
20125018,Huynh Thi,Nhi,15/7/2002,Nu,610485
20125019,Lam Vu,Minh,8/3/2002,Nam,519582
20125020,Ha Ho,Huong,25/11/2002,Nu,178386
20125021,Trinh Thanh,Thanh,21/5/2002,Nam,637664
20125022,Vo Cao,Chi,8/6/2002,Nam,834329
20125023,Duong Dinh,Tien,9/2/2002,Nam,187883
20125024,Luong Khuc,Kien,11/8/2002,Nam,164408
20126000,Pham Kieu,Phuong,2/7/2002,Nu,466508
20126001,Mai Huyng,Khanh,20/2/2002,Nu,889785
20126002,Lam My,Ha,7/6/2002,Nu,343371
20126003,Cao Anh,Huong,3/12/2002,Nu,543663
20126004,Vo Thi,Trang,1/7/2002,Nu,515258
20126005,Dang Kieu,Dao,9/4/2002,Nu,485381
20126006,Chau Thanh,Khanh,26/6/2002,Nu,342234
20126007,Ngo Cao Ngoc,Quynh,19/4/2002,Nu,458471
20126008,Tu Tu,Lan,3/2/2002,Nu,823720
20126009,Huynh Thi,Nhung,12/5/2002,Nu,205532
20126010,Phan Chau,Vu,30/10/2002,Nam,202752
20126011,Ha Ho,Anh,24/3/2002,Nu,846633
20126012,Doan Thanh,Chi,17/1/2002,Nam,326470
20126013,Ly Van,An,9/2/2002,Nam,898138
20126014,To Huynh,Lan,16/4/2002,Nu,229838
20126015,Ly Yen,Hue,3/12/2002,Nu,837674
20126016,Vu Tuan,Kien,3/12/2002,Nam,412221
20126017,Lam My,Dao,20/2/2002,Nu,984758
20126018,Ngo,Tung,8/6/2002,Nam,696731
20126019,Dinh Uyeng,Linh,28/1/2002,Nu,536212
20126020,Chau Thanh,Ha,16/5/2002,Nu,971837
20126021,Dinh Van,Kien,1/9/2002,Nam,864178
20126022,Huynh Thi,Oanh,21/5/2002,Nu,633875
20126023,Dinh Uyeng,My,7/1/2002,Nu,197212
20126024,Doan Uyen,Diem,16/7/2002,Nu,957578
20127003,Le Tuan,Vu,2/8/2002,Nam,189432
20127004,Tran Minh,Ha,21/7/2002,Nam,559463
20127005,Ly Van,Quan,16/8/2002,Nam,861149                                                                               
20127004,Tran Minh,Ha,21/7/2002,Nam,559463
20127005,Ly Van,Quan,16/8/2002,Nam,861149
20127006,Bui Xuan,Yen,6/3/2002,Nu,293911
20127007,To Huynh,Huong,5/8/2002,Nu,755198
20127008,Nguyen Thi,Nhi,10/1/2002,Nu,507438
20127009,Le Tuan,Khanh,24/1/2002,Nam,253335
20127010,Ngo Cao Ngoc,Oanh,9/1/2002,Nu,825380
20127011,Chau Thanh,Linh,26/11/2002,Nu,273519
20127012,Le Ngoc,Mai,21/9/2002,Nu,136030
20127013,Do Hung,Truong,14/2/2002,Nam,599967
20127014,Bui Xuan,Tien,11/1/2002,Nam,717877
20127015,Doan Uyen,Ngoc,14/12/2002,Nu,209743
20127016,Doan Thanh,Minh,9/11/2002,Nam,937925
20127017,Ho Quy,Lam,15/12/2002,Nam,801132
20127018,To Quach,Quan,16/3/2002,Nam,588003
20127019,Dang Vinh,Quan,23/2/2002,Nam,973431
20127020,Bui Xuan,Vu,30/9/2002,Nam,374028
20127021,Dang Vinh,Kien,21/2/2002,Nam,740600
20127022,Truong Thanh,Tung,15/9/2002,Nam,709078
20127023,Nguyen Van,Tung,7/3/2002,Nam,828128
20127024,To Huynh,Mai,18/11/2002,Nu,675599
20127025,Nguyen Van,Khanh,3/7/2002,Nam,977306
20127026,Ngo Cao Ngoc,Ly,26/6/2002,Nu,580755
20127027,Nguyen Thi,Quynh,1/4/2002,Nu,775191
20127028,Ho Xuan,Nhi,19/9/2002,Nu,676484
20127029,Mai Huyng,Ly,17/9/2002,Nu,692929
21120001,Nguyen Thi,Oanh,7/11/2003,Nu,130056
21120002,Hoang Minh,Hoang,11/9/2003,Nam,534390
21120003,Vo Cao,Tung,9/7/2003,Nam,970074
21120004,Dao Anh,Huong,6/3/2003,Nu,411705
21120005,Bui Xuan,Nhung,9/4/2003,Nu,489529
21120006,Pham Kieu,Huong,14/10/2003,Nu,979269
21120007,Bui Xuan,Anh,4/1/2003,Nu,199521
21120008,Dang Kieu,Anh,23/10/2003,Nu,521785
21120009,Duong Tran,Dao,17/11/2003,Nu,399479
21120010,Mai Thua,Trung,12/1/2003,Nam,332840
21120011,Ha Van,Quang,15/12/2003,Nam,765196
