20120011,123
20120012,123
20120013,123
20120014,123
20120015,123
20120016,123
20120017,123
20120018,123
20120019,123
20120020,123
20120021,123
20120022,123
20120023,123
20120024,123
20120025,123
20120026,123
20120027,123
20120028,123
20120029,123
20125000,123
20125001,123
20125002,123
20125003,123
20125004,123
20125005,123
20125006,123
20125007,123
20125008,123
20125009,123
20125010,123
20125011,123
20125012,123
20125013,123
20125014,123
20125015,123
20125016,123
20125017,123
20125018,123
20125019,123
20125020,123
20125021,123
20125022,123
20125023,123
20125024,123
21120001,123
21120002,123
21120003,123
21120004,123
21120005,123
21120006,123
21120007,123
21120008,123
21120009,123
21120010,123
21120011,123
21120012,123
21120013,123
21120014,123
21120015,123
21120016,123
21120017,123
21120018,123
21120019,123
21120020,123
21120021,123
21120022,123
21120023,123
21120024,123
21125001,123
21125002,123
21125003,123
21125004,123
21125005,123
21125006,123
21125007,123
21125008,123
21125009,123
21125010,123
21125011,123
21125012,123
21125013,123
21125014,123
21125015,123
21125016,123
21125017,123
21125018,123
21125019,123
21125020,123
21125021,123
21125022,123
21125023,123
21125024,123
21126001,123
21126002,123
21126003,123
21126004,123
21126005,123
21126006,123
21126007,123
21126008,123
21126009,123
21126010,123
21126011,123
21126012,123
21126013,123
21126014,123
21126015,123
21126016,123
21126017,123
21126018,123
21126019,123
21126020,123
21126021,123
21126022,123
21126023,123
21126024,123
21127001,123
21127002,123
21127003,123
21127004,123
21127005,123
21127006,123
21127007,123
21127008,123
21127009,123
21127010,123
21127011,123
21127012,123
21127013,123
21127014,123
21127015,123
21127016,123
21127017,123
21127018,123
21127019,123
21127020,123
21127021,123
21127022,123
21127023,123
21127024,123
22120001,1224
22120002,123
22120003,123
22120004,123
22120005,123
22120006,123
22120007,123
22120008,123
22120009,123
22120010,124
22120011,123
22120012,123
22120013,123
22120014,123
22120015,123
22120016,123
22120017,123
22120018,123
22120019,123
22120020,123
22120021,123
22120022,123
22120023,123
22120024,123
22120025,123
22120026,123
22120027,123
22120028,123
22120029,123
22120030,123
22125001,123
22125002,123
22125003,123
22125004,123
22125005,123
22125006,123
22125007,123
22125008,123
22125009,123
22125010,123
22125011,123
22125012,123
22125013,123
22125014,123
22125015,123
22125016,123
22125017,123
22125018,123
22125019,123
22125020,123
22125021,123
22125022,123
22125023,123
22125024,123
22125025,123
22125026,123
22125027,123
22125028,123
22125029,123
22125030,123
22126001,123
22126002,123
22126003,123
22126004,123
22126005,123
22126006,123
22126007,123
22126008,123
22126009,123
22126010,123
22126011,123
22126012,123
22126013,123
22126014,123
22126015,123
22126016,123
22126017,123
22126018,123
22126019,123
22126020,123
22126021,123
22126022,123
22126023,123
22126024,123
22126025,123
22126026,123
22126027,123
22126028,123
22126029,123
22126030,123
22127001,123
22127002,123
22127003,123
22127004,123
22127005,123
22127006,123
22127007,123
22127008,123
22127009,123
22127010,123
22127011,123
22127012,123
22127013,123
22127014,123
22127015,123
22127016,123
22127017,123
22127018,123
22127019,123
22127020,123
22127021,123
22127022,123
22127023,123
22127024,123
22127025,123
22127026,123
22127027,123
22127028,123
22127029,123
22127030,123
21120070,124
22120070,123
22120089,123
22120081,123
21120099,123
